2L	21163881	21163882	38
2L	21163882	21163883	39
2L	21163883	21163884	39
2L	21163884	21163885	40
2L	21163885	21163886	40
2L	21163886	21163887	42
2L	21163887	21163888	42
2L	21163888	21163889	42
2L	21163889	21163890	43
2L	21163890	21163891	43
2L	21163891	21163892	43
2L	21163892	21163893	43
2L	21163893	21163894	43
2L	21163894	21163895	43
2L	21163895	21163896	44
2L	21163896	21163897	47
2L	21163897	21163898	47
2L	21163898	21163899	47
2L	21163899	21163900	47
2L	21163900	21163901	41
2L	21163901	21163902	37
2L	21163902	21163903	37
2L	21163903	21163904	37
2L	21163904	21163905	38
2L	21163905	21163906	38
2L	21163906	21163907	38
2L	21163907	21163908	34
2L	21163908	21163909	34
2L	21163909	21163910	34
2L	21163910	21163911	34
2L	21163911	21163912	34
2L	21163912	21163913	34
2L	21163913	21163914	35
2L	21163914	21163915	35
2L	21163915	21163916	35
2L	21163916	21163917	32
2L	21163917	21163918	32
2L	21163918	21163919	32
2L	21163919	21163920	32
2L	21163920	21163921	32
2L	21163921	21163922	32
2L	21163922	21163923	32
2L	21163923	21163924	32
2L	21163924	21163925	32
2L	21163925	21163926	34
2L	21163926	21163927	34
2L	21163927	21163928	33
2L	21163928	21163929	33
2L	21163929	21163930	33
2L	21163930	21163931	32
2L	21163931	21163932	32
2L	21163932	21163933	32
2L	21163933	21163934	32
2L	21163934	21163935	32
2L	21163935	21163936	32
2L	21163936	21163937	32
2L	21163937	21163938	32
2L	21163938	21163939	32
2L	21163939	21163940	32
2L	21163940	21163941	32
2L	21163941	21163942	32
2L	21163942	21163943	33
2L	21163943	21163944	34
2L	21163944	21163945	35
2L	21163945	21163946	35
2L	21163946	21163947	35
2L	21163947	21163948	36
2L	21163948	21163949	38
2L	21163949	21163950	38
2L	21163950	21163951	37
2L	21163951	21163952	38
2L	21163952	21163953	40
2L	21163953	21163954	40
2L	21163954	21163955	40
2L	21163955	21163956	40
2L	21163956	21163957	41
2L	21163957	21163958	41
2L	21163958	21163959	42
2L	21163959	21163960	42
2L	21163960	21163961	42
2L	21163961	21163962	42
2L	21163962	21163963	42
2L	21163963	21163964	42
2L	21163964	21163965	42
2L	21163965	21163966	41
2L	21163966	21163967	41
2L	21163967	21163968	41
2L	21163968	21163969	41
2L	21163969	21163970	41
2L	21163970	21163971	41
2L	21163971	21163972	42
2L	21163972	21163973	41
2L	21163973	21163974	43
2L	21163974	21163975	43
2L	21163975	21163976	43
2L	21163976	21163977	44
2L	21163977	21163978	45
2L	21163978	21163979	45
2L	21163979	21163980	45
2L	21163980	21163981	45
2L	21163981	21163982	42
2L	21163982	21163983	42
2L	21163983	21163984	43
2L	21163984	21163985	43
2L	21163985	21163986	44
2L	21163986	21163987	45
2L	21163987	21163988	43
2L	21163988	21163989	43
2L	21163989	21163990	44
2L	21163990	21163991	44
2L	21163991	21163992	44
2L	21163992	21163993	44
2L	21163993	21163994	42
2L	21163994	21163995	44
2L	21163995	21163996	45
2L	21163996	21163997	45
2L	21163997	21163998	45
2L	21163998	21163999	48
2L	21163999	21164000	48
2L	21164000	21164001	54
2L	21164001	21164002	54
2L	21164002	21164003	54
2L	21164003	21164004	54
2L	21164004	21164005	54
2L	21164005	21164006	54
2L	21164006	21164007	54
2L	21164007	21164008	54
2L	21164008	21164009	54
2L	21164009	21164010	55
2L	21164010	21164011	55
2L	21164011	21164012	55
2L	21164012	21164013	55
2L	21164013	21164014	55
2L	21164014	21164015	55
2L	21164015	21164016	55
2L	21164016	21164017	51
2L	21164017	21164018	54
2L	21164018	21164019	63
2L	21164019	21164020	62
2L	21164020	21164021	61
2L	21164021	21164022	63
2L	21164022	21164023	70
2L	21164023	21164024	68
2L	21164024	21164025	65
2L	21164025	21164026	64
2L	21164026	21164027	72
2L	21164027	21164028	74
2L	21164028	21164029	74
2L	21164029	21164030	65
2L	21164030	21164031	64
2L	21164031	21164032	64
2L	21164032	21164033	66
2L	21164033	21164034	62
2L	21164034	21164035	58
2L	21164035	21164036	82
2L	21164036	21164037	108
2L	21164037	21164038	108
2L	21164038	21164039	107
2L	21164039	21164040	107
2L	21164040	21164041	109
2L	21164041	21164042	111
2L	21164042	21164043	111
2L	21164043	21164044	111
2L	21164044	21164045	126
2L	21164045	21164046	156
2L	21164046	21164047	156
2L	21164047	21164048	155
2L	21164048	21164049	158
2L	21164049	21164050	159
2L	21164050	21164051	159
2L	21164051	21164052	162
2L	21164052	21164053	163
2L	21164053	21164054	163
2L	21164054	21164055	164
2L	21164055	21164056	164
2L	21164056	21164057	164
2L	21164057	21164058	164
2L	21164058	21164059	166
2L	21164059	21164060	166
2L	21164060	21164061	168
2L	21164061	21164062	168
2L	21164062	21164063	166
2L	21164063	21164064	168
2L	21164064	21164065	176
2L	21164065	21164066	176
2L	21164066	21164067	181
2L	21164067	21164068	180
2L	21164068	21164069	180
2L	21164069	21164070	181
2L	21164070	21164071	180
2L	21164071	21164072	182
2L	21164072	21164073	200
2L	21164073	21164074	200
2L	21164074	21164075	200
2L	21164075	21164076	201
2L	21164076	21164077	203
2L	21164077	21164078	205
2L	21164078	21164079	207
2L	21164079	21164080	210
2L	21164080	21164081	210
2L	21164081	21164082	210
2L	21164082	21164083	209
2L	21164083	21164084	209
2L	21164084	21164085	209
2L	21164085	21164086	209
2L	21164086	21164087	209
2L	21164087	21164088	212
2L	21164088	21164089	210
2L	21164089	21164090	210
2L	21164090	21164091	210
2L	21164091	21164092	210
2L	21164092	21164093	210
2L	21164093	21164094	210
2L	21164094	21164095	210
2L	21164095	21164096	210
2L	21164096	21164097	211
2L	21164097	21164098	211
2L	21164098	21164099	211
2L	21164099	21164100	212
2L	21164100	21164101	212
2L	21164101	21164102	212
2L	21164102	21164103	209
2L	21164103	21164104	208
2L	21164104	21164105	212
2L	21164105	21164106	212
2L	21164106	21164107	212
2L	21164107	21164108	212
2L	21164108	21164109	212
2L	21164109	21164110	213
